Id,Label,Text,Sentiment,Pred
5.12852e+17,Neutral,"@diva_dancer_01 hey you commented on my status on Facebook I DMed you to jai, please could you follow me back 💗",0.659,Positive
5.13729e+17,Neutral,Damn I was getting down to the wobble with Dominique.😂😂,0.442,Positive
5.13341e+17,Neutral,The time has come 🍷🍷🍷🍷🍷🍷🍷🍷🍷🍷🍷🍷,1.203,Positive
5.11791e+17,Neutral,RT @Bieber_rose: JUSTIN AND CODY😍😍😍 http://t.co/keJlj1SatN,2.0340000000000003,Positive
5.13832e+17,Neutral,@kaybooch_ same 😩,-0.368,Negative
5.14628e+17,Neutral,RT @DayDay_Trill22: 🌁❄️⛄️ I LOVE YOU YOUR AMAZINGLY GORGEOUS AND WE NEED TO HANGOUT SOON I MISS YOU 😭😭💙💕💜,2.5780000000000003,Positive
5.1349e+17,Neutral,"@alliiiiii_x0 😂😭😂 me and Shawn ""loled""",0.349,Negative
5.11758e+17,Positive,"It's even funnier because I pictures Mercedes saying ""look at this shit son this is so pathetic"" 💀💀💀💀",-0.624,Negative
5.13092e+17,Neutral,About to get me some Portillo's😜,0.456,Positive
5.12116e+17,Neutral,@Anais_Campugan But they're on my computer 🌚 not the pictures just the videos .,0.473,Negative
5.13371e+17,Positive,"RT @baekthehun: Chen: What did the dog say when it lost its bone?

 Xiumin: What?

 Chen: Nothing, dogs can't talk.

LMAO 😂😂 
#HappyChenDay",0.442,Negative
5.12752e+17,Neutral,@_NiJuay ahhhh shit bitch i seen u😂😂👀👀,0.5680000000000001,Negative
5.13533e+17,Negative,@frostycameron it is! I wish it didn't happen 🙈,0.433,Positive
5.14945e+17,Negative,Chaylon so scary😂,0.221,Positive
5.13086e+17,Neutral,RT @PoemPorns: Read this 🙌 `. http://t.co/WPmcSftDML,0.56,Positive
5.11997e+17,Neutral,RT @Voluptuous_Lae: 😳 “@ZodiacFacts: #Aquarius + #Libra: It's like magic between these two. The conversations will never be dull and neithe…,0.018,Negative
5.14983e+17,Neutral,Enter me in @krazyrayrayy #krazy1milliongiveaway 😜😝😛,1.49,Positive
5.13446e+17,Neutral,RT @Daahveeeed: Bruh 💀“@BossFid: When bae take the aux cord and you think she about to turn on Beyoncé but she play some Gucci http://t.co/…,-0.208,Negative
5.14439e+17,Neutral,@Earthfairy_ ..... it happened 😂😂😂😂,0.663,Positive
5.12337e+17,Positive,RT @Bubbly_Diegi: I still cried though..like TF I loved him😩,-0.368,Negative
5.12285e+17,Negative,"RT @Emmamccormack_X: 24,000 immigrants to enter Scotland each year if we go independent 😅",0.18,Positive
5.12898e+17,Negative,"RT @IamErikaIsidro: Pray for protection, not for suspension. 👍",0.522,Positive
5.13925e+17,Neutral,"RT @all_in_yo_girl: Let's  be honest , who gon take her cookies or juice box?😳😳 https://t.co/hsXdQKbwxa",0.036,Negative
5.1498e+17,Positive,I'm really in love w Spartanburg 😩,-0.368,Negative
5.11644e+17,Neutral,25 hunnit pills in the nissan 🎧,0.423,Positive
5.14559e+17,Neutral,RT @justinbieber: By the fire 🔥 http://t.co/DMlfn2It4b,0.14,Negative
5.14462e+17,Negative,@garagekidash @Luke5SOS I'll only suck Luke's. 👌,0.564,Neutral
5.12299e+17,Positive,“@UnansweredQuot: Why the fuck did Kanye make a song dissing gold diggers then go and marry one?”😂😂😂👌,1.2269999999999999,Neutral
5.1355e+17,Neutral,@_BonitaaaKayy I'm well. Lol 😌,0.484,Positive
5.14136e+17,Negative,Someone send me tiff treats 😍,0.678,Positive
5.12995e+17,Neutral,"RT @TRBDeZignZ: @shanieberrii RT ""@SHMoneyDance: 🔥! The #ShmoneyDance bin out there https://t.co/zwDaOpT2Z6 !🔥""",0.28,Positive
5.13404e+17,Neutral,RT @OfficialAerie_: God be sending me them no cuffing reminders 😂,0.221,Negative
5.14608e+17,Neutral,"You'll be Ight ""@bluntlyhonestxo: In need of a vacation 💆""",0.228,Negative
5.13694e+17,Positive,"RT @AstronautSam_: Lol shambles cuz, I can't stop laughing 😂 http://t.co/PBx9Mmnl7u",0.221,Negative
5.13799e+17,Negative,@mjndotcom 😂😂😂👏 my bad,1.1840000000000002,Positive
5.11665e+17,Neutral,Go ahead😈 http://t.co/k29PqnPoi9,0.268,Positive
5.13026e+17,Positive,I actually just watched @v_stanfield 301 second snapchat story... I literally love you 😭😭 ❤️,-0.186,Negative
5.12291e+17,Neutral,"😍Michael clifford from 5SOS!😍
Can you follow bc me please?
Because I love you  so much,
And I dream of meeting you one day!!
♥♥♥
x329",1.356,Positive
5.13389e+17,Neutral,😒How I look at it 😎 Ima bout to go Mia and don't hit nobody up📱📱📱✌️ for a couple or days ✌️,1.099,Positive
5.12344e+17,Negative,@bremen_poop nooooooo I was suppose to do hw at work now I can't 😭😍,0.5850000000000001,Positive
5.11645e+17,Positive,@Austyn_Volpe 😂😂😂😂 I can't stop saying that now,0.663,Negative
5.13199e+17,Neutral,@JoshDevineDrums c'mon josh follow me I so into drummers 😉☺️ lol,0.464,Positive
5.13859e+17,Positive,RT @jakemiller: Out to din din with my boys 🚶🚶🚶🚶,-0.44699999999999995,Negative
5.116e+17,Neutral,#ifiwokeupwithamnesia I would let @5SOS dress me up like a kick ass superhero 😎 @OnAirWithRyan #contestentry,0.493,Positive
5.14751e+17,Positive,@AWerner1690 sozzzzz fraud police. 😂,0.221,Negative
5.14757e+17,Neutral,@malcowrutz27 thanks mal!! I miss you and love you so much! I'll be home soon don't worry!😉☺️,0.464,Positive
5.12999e+17,Negative,RT @MargaridaBruce: Today my village smells like shit! Literally! Living in the countryside is cool but shit smell is not😊😷😂😂 @LauraBTR_Bru…,0.9159999999999999,Positive
5.1281e+17,Neutral,RT @EvryDayBaseball: This will be my kid 👌😍⚾️ http://t.co/e6f0zL0wWE,1.2,Positive
5.13522e+17,Neutral,#mtcheer goes to Memphis 💙 http://t.co/PCImc51QTU,0.732,Positive
5.14647e+17,Neutral,Night 🌙,0.621,Positive
5.1164e+17,Neutral,@AffenQuinn 😂 pretty sure it was like that,0.221,Positive
5.14156e+17,Negative,@CherylsArmyGA oh here we go 😂,0.221,Positive
5.13759e+17,Neutral,RT @GOMITA_OFICIAL: Selfie😎😎😎 http://t.co/1RfGhYRQwf,1.479,Positive
5.13294e+17,Neutral,RT @galaxyjhjh: tao pushed kris to the camera when kris started to sing 😂 http://t.co/P43KbRvgxE,0.221,Positive
5.11914e+17,Neutral,@Abarry10 cheese and ham salad 😋,0.634,Positive
5.13355e+17,Neutral,RT @FemaleTexts: David Beckham and his boys 😍 http://t.co/Ufw1x0PEYA,0.678,Positive
5.11597e+17,Neutral,"RT @SportHumour: Goals this season in the Premier League:

⚽ Diego Costa (7)
⚽ Man City (7)
⚽ Arsenal (7)
⚽ Spurs (7)
⚽ Man Utd (6)
⚽ Liver…",3.7319999999999998,Positive
5.14212e+17,Neutral,@Ashton5SOS Probably🐤,0.591,Negative
5.1281e+17,Neutral,"DID ASH JUST FOLLOW ME?!
HOPE YOURE HAVING A GREAT DAY

P.S PLEASE MAKE IT HAPPEN @Ashton5sos. I love ya! 😁😁🆗 110",1.479,Positive
5.1375e+17,Positive,I want some wendyss 😩,-0.368,Negative
5.1161e+17,Neutral,Don't back talk me tho 😂😂✋,0.569,Negative
5.12376e+17,Neutral,RT @ObeyKatie: Bruh 😩💀💀💀💀 http://t.co/b9zUfENUkC,-0.9919999999999999,Negative
5.14496e+17,Negative,RT @IDDIE_5thousand: everybody need to get right man 😓 life to short &amp; tomorrow not promised 🙏💯,0.45799999999999996,Positive
5.13094e+17,Neutral,"💜
😊
💜
😊
💜
😊
💜
😊

@b97 please give these tix to @thezarryset! she wants this so bad #win97

💜
😊
💜
😊
💜
😊
💜
😊12",10.408000000000001,Positive
5.12072e+17,Neutral,@GayForLukee check your iMessage please 💘😈💪,1.513,Positive
5.13359e+17,Neutral,RT @im_thebest1: Bobby Shmurda stay turnt 🔥😂😂😂😂  https://t.co/0Fp5bpn7VL,0.8029999999999999,Positive
5.13157e+17,Positive,"🌀🔫 / you're pretty. You seem like a cool ass girl, and that's rare for me to say lol",-0.08900000000000001,Negative
5.14267e+17,Negative,RT @Chasity_MReule: I want years 💍💘💏 not months 🙍😐,0.835,Neutral
5.1413e+17,Negative,Just spent over an hour on the phone with @Fakeyourdeathh. She's so weird walking around your garden with your dressing gown on wtf idiottt😘,0.702,Positive
5.1364e+17,Negative,My friend snoring loud af 😂😂,0.442,Positive
5.12367e+17,Neutral,RT @wtf_duino: THE OLYMPIA STARTS TOMORROW 🙌🙌💜💜💪💪,3.5440000000000005,Positive
5.13709e+17,Neutral,RT @5SecsOfCookies: RT FOR A SOLO DM TO LUKE HEMMINGS { MUST BE FOLLOWING } PICKING 10 USERS RANDOMLY AND THE REST LINKS !! 💘💘 http://t.co/…,1.378,Positive
5.12732e+17,Neutral,"@VictoriaJustice #FollowMeVictoria , PLEASE? I LOVE YOU ♥ ♥ PLS VIC 🇫🇴🇱🇱🇴🇼 🇲🇪 IS MY DREAM ... x46",2.933,Positive
5.13722e+17,Positive,RT @GymBibIe: Train insane or remain the same💪🙌”,1.116,Neutral
5.14233e+17,Neutral,@YoGabssss aw why 😫,-0.146,Negative
5.11512e+17,Neutral,"@Cserrano9999 sorry Charles, I gotchu ✊",0.433,Positive
5.14035e+17,Negative,First time I'm not wearing makeup in long feel a little naked without it😄🙈,0.855,Positive
5.11715e+17,Neutral,Niggas be trippin 😂,0.221,Negative
5.12695e+17,Neutral,RT @HayesGrier: #NashvsHayes What was your guys favorite part of the new video😁? - http://t.co/ELWSJOXtvX,0.45,Positive
5.12231e+17,Positive,I only did my left eyebrow lastnight and forgot to do my right😭😭,-0.186,Negative
5.14504e+17,Negative,Be watching this shit out my tweet go find u a new nigga or some 😂😂✊😘 babygirl,1.577,Positive
5.15007e+17,Neutral,🍈🐲 I'd only hit if you had that nose piercing in,-0.506,Negative
5.13077e+17,Neutral,Some type of way make you feel some type of way 😎,0.493,Positive
5.14556e+17,Positive,RT @hayley_k1: “@ComedyOrTruth: PREACH 🙌 http://t.co/NfSs1f2OKT”,0.56,Neutral
5.12782e+17,Neutral,@stephaniemwahxo bish took me seriously 😂😂😂,0.663,Negative
5.11907e+17,Negative,RT @sbrn4_: need money 💰💰,0.512,Neutral
5.13922e+17,Positive,RT @IzabelZambrano: Seriously the best don't drink &amp; drive commercial 😭😭😭 https://t.co/foQUSeRQbn,-0.279,Negative
5.1185e+17,Positive,"💀💎

luke hemmings 
from 5sos

☆

im tired of wishing
on the stars so might as
well follow me now?

★

it’ll mean the🌎 to me
@Luke5SOS

💎🌙
😾",1.528,Neutral
5.12853e+17,Neutral,@vegzzzzzzz ya me trynna take nishes credit😂,0.221,Negative
5.12314e+17,Neutral,RT @FightCIubs: Still one of the best vines ever 😂 http://t.co/OjtkFS3Yva,0.221,Positive
5.12424e+17,Positive,Download @shots The best application in the world! Available for #iPhone &amp; #Android ♥ @justinbieber Please follow me 🙏🙏🙏 te amo x8.497,1.254,Neutral
5.11904e+17,Neutral,TONIGHT ---&gt; 🔙 to the EASTSIDE || $2 CrabLegs + $2 Wings + $2 Drinks || 2617 Panola Rd Lithonia Ga || http://t.co/YMZfvsATFp x9,0.217,Negative
5.13076e+17,Neutral,"🐧🎸🐧🎸🐧🎸🐧🎸🐧🎸🐧🎸🐧
🎸Luke Hemmings from 5SOS 
🐧If you see this
🎸Please may you follow me?
🐧U make me happy☺
🎸Please Luke? 💞X7824
🐧🎸🐧🎸🐧🎸🐧🎸🐧🎸🐧🎸🐧",16.038000000000007,Positive
5.11738e+17,Neutral,I don't understand why tf I'm not tired🙇,0.145,Negative
5.12343e+17,Neutral,I took a vow that from now im gone be my own best friend 👐💯.,0.097,Negative
5.14248e+17,Neutral,"Young Berg look good asf 😘he a mess doe, I know I couldn't handle him 😩",0.33399999999999996,Negative
5.13792e+17,Positive,I swear I use to have all the freaks when I had a metro 💀😩🙌,-0.015999999999999903,Negative
5.14226e+17,Positive,Eye brows be on fleek doe. 😏,0.332,Neutral
5.13923e+17,Neutral,RT @DevinfoDayzz: 🐮🐮 Were hanging out soon! hopefully everybody from the neighborhood gets together you're super chill and have a great per…,1.256,Positive
5.13753e+17,Neutral,"RT @AthleticaI: Dudes be like.. ""Ball is life"" 😂 http://t.co/z2bphlj4Xb",0.221,Negative
5.11679e+17,Neutral,RT @DlSNEYQUOTE: LITERALLY. 😭😭😭 http://t.co/6UQZKPzfkq,-0.279,Negative
5.13449e+17,Negative,"RT @kelrae_44: ""@FemaleTexts: girls do find out everything, but how nice would it be to not feel like there's something to find out"" AMEN👏👐",0.497,Positive
5.13922e+17,Neutral,"RT @_ev3lyyn: Jane is in love w Cesar 
&amp; Elsy is in love w Hugo 
Lmao ""okay"" 😂😂",0.442,Positive
5.11836e+17,Negative,"RT @57Veronica: Vincent 2 Catherine:""You have a life. Go on, go live it."" Pushing her away again, thx JT 😔 #BATB ""Saturn Returns"" #AUSTS1E5…",-0.146,Neutral
5.14672e+17,Positive,Can't stop even if I wanted to 🎶 http://t.co/cLxHf3cmGr,0.539,Negative
5.11983e+17,Negative,":""""""""""""D ""@JabbuM: Ey Larry you sleep doe.. 😂😂😂@Larryngitis @Du_DuziLe @Sipho_Says @zulunextdoor http://t.co/DDqoyPMNRd""",0.663,Positive
5.13952e+17,Negative,Make it roar! RT @Mslaytonbenton: Power of the pussy ✊🐱,0.9670000000000001,Positive
5.1157e+17,Neutral,RT @michaelsutthako: Just chilling in my jumpa 🙊 http://t.co/OcdENhdner,0.461,Positive
5.14852e+17,Positive,"@Real_Liam_Payne 

D
O
N
T

I

D
E
S
E
R
V
E

U
R

F
O
L
L
O
W

I

L
O
V
E

Y
O
U

S
O
 
M
U
C
H 

💘

nobody saved me baby the way you do",0.689,Neutral
5.11965e+17,Negative,RT @kennyyy13: If u have leather seats in your ride you know the struggle right now 🔥🔥🔥🔥,0.42000000000000004,Neutral
5.14099e+17,Neutral,@wanlin246 my gpa 😂😭,0.128,Negative
5.14794e+17,Negative,Dis rain got me like. 😍 http://t.co/qNsfLT7rmc,0.678,Positive
5.11708e+17,Neutral,RT @RD___2: I just wanna make money all day nd have sex all night wit the same person ... My thought!!🙇,0.145,Positive
5.1424e+17,Neutral,@DeadNerves96 I'm not even that tall😂,0.221,Negative
5.14656e+17,Positive,If I'm by my lonely I still got it on me 💯,0.121,Negative
5.13056e+17,Neutral,Hi guys! For every box rented this weekend  I get a treat. Tell your friends! -Frankie 🐶 http://t.co/EHssQpUxnY,0.588,Positive
5.11672e+17,Neutral,I slept through English honors and i did all my work 💯,0.121,Positive
5.11906e+17,Positive,"@narrycrewx Hi😊
Can u clik this link pls?
http://t.co/8M3G2Z0dpv

Every click counts as an entry
TYSM it means a lot❤
#EMABiggestFans1D",0.645,Neutral
5.11437e+17,Neutral,RT @_LukeBoyle: Who remembers this prick.😂 http://t.co/X15Cn6jlra,0.221,Negative
5.138e+17,Negative,Good night guys! School tomorrow 📚😭 #hatemondays http://t.co/YQDMCnWzHd,0.252,Positive
5.12956e+17,Positive,RT @5SOS: u got us nominated for 5 emas cos ur like unicorns 😁 vote for us if u like http://t.co/zm5K4Qbr1W #EMABiggestFans5SOS http://t.co…,0.45,Neutral
5.13562e+17,Positive,RT @FactsAboutBoys: When bae pisses you off but you just can't stay mad 😭😍 http://t.co/FnvGelm1mI,0.5850000000000001,Negative
5.15131e+17,Negative,RT @WORIDSTARHlPHOP: WATCH OUT 😂😂 http://t.co/mRns0Bggp4,0.442,Positive
5.12182e+17,Neutral,"im the one who wants to be with you,deep inside i hope you feel it too🎧",0.423,Positive
5.12789e+17,Neutral,"😂😂😂😂😭😭😭😭“@Iivinlife: When you tell someone ""Theres a bug on you"" 😂😂😂 https://t.co/tQxXksZ4by”",1.0470000000000002,Positive
5.13912e+17,Neutral,I'm here 😐👶 cuz I been fucking 😂😂,0.497,Negative
5.1306e+17,Neutral,Salt and pepper chicken 😍,0.678,Positive
5.12013e+17,Positive,RT @nmcvey8: “@scooney2k15: Who wants to play some bball🏀 right now?” #X #GoMaroons,0.266,Neutral
5.12507e+17,Neutral,"@KarltinBankz Check Out My Song ""That Ahh"" BANGER🔥🔥🔥Go Listen, Like, Comment, Share, Show Love!!!

http://t.co/Tjt3rRx4JT",0.42000000000000004,Positive
5.13701e+17,Neutral,I still can't watch Thriller when I'm home alone. 😂,0.221,Negative
5.13087e+17,Negative,So here's to everything coming down to nothinggg🎶 http://t.co/Qo3djqFAFm,0.539,Positive
5.12676e+17,Positive,Love my bro to death and thats real shit 💯@arobbs22,0.121,Negative
5.14177e+17,Neutral,RT @SantanaLil: I miss my dressing up mojo 😭 but I always get dresscoded now so I fuck around with my athletic wear 👌,0.471,Positive
5.12447e+17,Neutral,okayyy😛,0.609,Positive
5.13504e+17,Positive,"RT @KINGwhornee: Gabrielle Union don't worry boo, I got you #eastcomptonclovers 🍀 http://t.co/zDqTVtqvc1",0.288,Negative
5.1194e+17,Positive,@ChantalSinc lmao 🙏🙏🙏🙏 yessss,1.254,Neutral
5.13787e+17,Negative,RT @wowwjulian: @fabiolajsr was that you at wof? 😳,0.018,Neutral
5.1303e+17,Neutral,Well I'm not going anymore 🙅🙅,-0.412,Negative
5.12665e+17,Neutral,"RT @TreySongz: Please know this is my only Facebook account. I don't have a personal page! 

You can go like this one though 😏 http://t.co/…",0.332,Positive
5.12021e+17,Neutral,RT @_DollyLlama_: Hi stinkkkk💖😍😏😘 http://t.co/7Xs3QQhjA2,2.425,Positive
5.13383e+17,Neutral,RT @AustinMahone: KCA MEXICO TODAY!!! 😆 who's watching?,0.412,Positive
5.12714e+17,Negative,@BALLISLlFEVINES @bkang18 that step back 😱 we gotta learn that haha,0.19,Positive
5.11613e+17,Neutral,RT @Circadin_: “@Trill_shaks: You can change the direction of the train by thinking about it 👏👏 http://t.co/aQLfcfAUjJ”mindfuck,1.042,Positive
5.13421e+17,Neutral,@_georginaabbott so are you!!!😘,0.702,Positive
5.11937e+17,Negative,"""Thanks for the cracking funeral"" 😹😹😹😹😹😹 #Hollyoaks",0.42599999999999993,Positive
5.13893e+17,Positive,@E_Higgs70 I know 😂went all MIA 👀,0.28400000000000003,Negative
5.13617e+17,Neutral,"Football, Wings, and Drinks!👌",0.564,Positive
5.13562e+17,Positive,She really poured her heart into basketball😪😔,-0.22699999999999998,Negative
5.11703e+17,Neutral,😈69 you annoy 90% of the time but youre down so im bout it,0.268,Negative
5.13525e+17,Neutral,Bitch mode 💁,0.328,Negative
5.13002e+17,Neutral,I just realized I don't have class in RLM 😃😃😃😃😃,1.6740000000000002,Positive
5.11904e+17,Neutral,@ArianaGrande @AlexaLuria does that mean I love you?🙊💖,1.174,Positive
5.14066e+17,Positive,Halloween 🌕🌕🌕🌃🌃🌃,3.051,Neutral
5.14266e+17,Neutral,RT @TanaWolfson: @KamiHutchings it's gonna go viral😁😉,0.914,Positive
5.13766e+17,Positive,"""@Real_Liam_Payne: I will miss you Vegas ... Bellagio give me back my money pleaseeeee I need to pay for college 😥""aww",0.123,Negative
5.13045e+17,Neutral,RT @BIGGUCCIJU_: Still speaking on me I can't stand old bitch 😝.,0.425,Negative
5.13802e+17,Positive,Hallofreakinween is a must this year 😭😭😭😭😭,-0.279,Negative
5.14219e+17,Neutral,"I only use his mouth , I guess that make me a user 😜🙊",0.917,Positive
5.14988e+17,Positive,I'm just putting it out there that I'm here for anyone who ever needs someone to talk or vent to 💯,0.121,Negative
5.11632e+17,Neutral,RT @DopeBoyDada: Facts 👍💑💯 http://t.co/uECzcqyXw0,1.326,Positive
5.14468e+17,Neutral,"“@BestofGemini: #Gemini can have depressing moments but can jump back quickly.” Me in a nutshell. Bipolar like a mufucka, and proud of it ✊😂",0.654,Positive
5.1226e+17,Positive,RT @James_Yammouni: I miss the boys 😔,-0.146,Negative
5.12913e+17,Neutral,Slight obsession with vimto at the moment 🍇,0.304,Positive
5.14208e+17,Positive,@MaxGeorge you're the sunshine that makes my day. #MaxMonday #FollowSpree #MaxFollowSpree 😭,-0.093,Negative
5.13767e+17,Negative,"RT @7s_onBoosie: Don't Be Boring , Send Your Nigga Pictures Like This More Often 😍😏💯🙌 http://t.co/uWv8PaeyZJ",1.691,Positive
5.13796e+17,Negative,If I ever want a girl I can bet some money I could get haa 😂😂,0.442,Positive
5.11971e+17,Neutral,"Mum just asked if anyone wants cake and Ross put his hand up and said: ""me!"" 😭",-0.093,Negative
5.13943e+17,Negative,I CAN'T WAIT ANYMORE!!!!! 🙅🍺🍻🎁🎈🎊💣🚬🎰 #biggestpartyoftheyear 🙌 http://t.co/0OQrM2gNi0,3.1500000000000004,Positive
5.12395e+17,Neutral,"@Michael5SOS Michael Clifford from @5SOS 
 🌸🍓🍊🌜💚🐬👾
 🌸🍓🍊🌜💚🐬👾
  HI:))) PLEASE B MY 1/4
U MAKE ME HAPPY
💕💕I LOVE U 💕💕
 🌸🍓🍊🌜💚🐬👾
 🌸🍓🍊🌜💚🐬👾
3426",17.979999999999997,Positive
5.11622e+17,Neutral,@hollymartin00 @autumnmiss2011 @AvenEllis hahaha she is a very bad influence but I wouldn't say no 😜😜😜,1.368,Positive
5.11403e+17,Neutral,RT @EzequielSimons: 😊🙌🙌“@prayerbullets: You will show me the path of life -Ps. 16:11 #Prayer”,1.7650000000000001,Positive
5.14043e+17,Negative,RT @SoleHimself: When Ya girl home girl catch you In the club with someone else!! 😂😂😂 http://t.co/jYI7Gbyv6e,0.663,Positive
5.11889e+17,Negative,This girl needs coffee asap ☕️☕️☕️,0.738,Neutral
5.12424e+17,Neutral,@__Nakia he need to 😒😴 http://t.co/atV2CAw6rs,-0.456,Negative
5.14555e+17,Neutral,I be wanting to talk to certain people again but my pride too big😩💯,-0.247,Negative
5.13675e+17,Negative,@loyzagadiegs @digsters Get Together naman po please 🙏,0.418,Positive
5.14826e+17,Positive,F**k True  💞,0.742,Negative
5.12626e+17,Neutral,Shady asf✊💦,0.909,Negative
5.14414e+17,Neutral,RT @ddlovato: You're not 😝😝😝😝😝😝 #DEMIWORLDTOUR RT @LovatoNlt: @ddlovato I don't think we're ready for this,1.275,Positive
5.14564e+17,Negative,ii can't 😩😂,-0.147,Neutral
5.14421e+17,Negative,Missing my girl like CRAZY !! I wish you could come home now! 😘 I love you Emily! #T-20days http://t.co/3XylRX1s87,0.702,Positive
5.11649e+17,Positive,Took that Dub 😬💪. 3-1 #Varsity http://t.co/xPKUfOS0sV,0.752,Neutral
5.14462e+17,Negative,And the teacher had the cheek to put me 4 mins Kate when I was only 2 fucking hate school can't wait till I leave!✊💦✊💦,1.818,Positive
5.12117e+17,Positive,I'm funny so idc. 😂😂,0.442,Negative
5.13378e+17,Neutral,Watching The Great Gatsby. 😍,0.678,Positive
5.12038e+17,Neutral,RT @GatorsFanPage: Get me to 5K and @UF_Sports_Page to 400 for a TEBOW jersey!!! #GatorNation 🐊,0.1,Positive
5.12834e+17,Neutral,RT @DJeSenTRIK: my NEPTUNES set worked  😭😂,0.128,Positive
5.12706e+17,Neutral,My kids first book 😂 http://t.co/9D3btalcBB,0.221,Positive
5.12412e+17,Neutral,@ssusiexx now im scared😂,0.221,Negative
5.12879e+17,Positive,"RT @jokesatibapa: Keep on Praying 🙏🙏

#DahilMayBagyoNgayon
#MarioPH",0.836,Neutral
5.13134e+17,Neutral,"I'm ready for ugg boots , prettyscarfs, &amp; stuff 💁",0.328,Positive
5.13532e+17,Neutral,@hotboychann I ain do nothing today😴😂,0.14,Negative
5.14561e+17,Neutral,Late shift #selfie as always #GlycolicGlo treatment    Fighting this 😷 http://t.co/a6JXXi4qHI,-0.171,Negative
5.11972e+17,Neutral,Bae got me in lunch slipen 👀 http://t.co/KChP6PnjFo,0.063,Negative
5.1386e+17,Neutral,RT @reIatabIe: A Five Year Old Said This 😮🙌 http://t.co/0JI4dTbuRd,0.8380000000000001,Positive
5.14644e+17,Negative,RT @BrimLee_: Do you ever just have a really good day and then one little thing kills your vibes cause that's me 😅,0.18,Positive
5.11667e+17,Positive,@ReloTheKid I know 😫😫😫 lol,-0.43799999999999994,Negative
5.13544e+17,Neutral,RT @_DvnielleMvrie: @1017nelle BIG BOOTY NELLE! Bitch It's your mother fucking birthday. If you don't turn up! I miss your crazy ass 🎉🎁🎂🎉! …,2.8689999999999998,Positive
5.14781e+17,Negative,RT @davianreed: Were did mr crabs hide the crabby patty formula 😳,0.018,Neutral
5.12071e+17,Negative,@Shauntae_ism I did majority of it...but in saving the last worksheet for advisory tommorow.....I gotta work on my stuff for student senate😁,0.45,Positive
5.14161e+17,Neutral,@rest0ringforce_ this is look at my hair 😂😂,0.442,Positive
5.14642e+17,Negative,"RT @stfurosie: we almost got kicked out of the volleyball game today, woooops. #toomuchspirit 😂😂😂😂💀",0.45500000000000007,Positive
5.14772e+17,Neutral,RT @____ShesAKeeper: Boyfriends deserved to be spoiled too .. 😏😜👫💍👑,2.2390000000000003,Positive
5.1224e+17,Positive,#LRT lmao his ass funny as shit😂😂😩😆😆,0.8979999999999999,Negative
5.13851e+17,Neutral,RT @IdiotOlympics: Bruh 😂😂 http://t.co/PHfibSiKmx,0.442,Positive
5.13929e+17,Positive,@DaisyiBenton Ya heard me 😤,-0.211,Negative
5.12173e+17,Neutral,RT @sofia_tt1: Hope I can go skiing in New York😆,0.412,Positive
5.13441e+17,Positive,@dnetta_ like its bout 500 of them and they make no sound just sit there 😹,0.142,Negative
5.12311e+17,Neutral,She gives him the new one and he asked if it was safe and if it was going to burn down too. Omg 😂,0.221,Negative
5.14983e+17,Negative,RT @AngelNo312: lol his grandmother getting him ready for graduation tomorrow 🎓#hititfromtheback ..METELE ANGEL JR https://t.co/mBZgSIOoq5,0.584,Positive
5.13506e+17,Neutral,"""@btw_itsnay: Someone just said I probably taste like a watermelon jolly rancher 😩😅"" 😂😂",0.254,Positive
5.14927e+17,Neutral,There's always a time when females have to dress up and get pretty but yet again they aint goin nowhere  💇💅👠👗👜🎀💄💋💍💎🌹,5.128000000000001,Positive
5.134e+17,Neutral,Girls who think they're thick but they're really just fat 😁😂 sorry not sorry.,0.671,Negative
5.11751e+17,Neutral,@paigevictoriaa_ 😂 I did drive today actually.,0.221,Positive
5.13352e+17,Neutral,@inthestyleUK @Charlottegshore BLACK 😍😍😍😍,2.0340000000000003,Positive
5.14622e+17,Neutral,RT @Sexualgif: now this is how you apologize 😍🍓🍫 http://t.co/r7Wib1W8Hm,1.527,Positive
5.14258e+17,Positive,"RT @TanGurlz: dont ask me why, but i looove these shirts on guys😍😩🙌 http://t.co/vFEIV9qVyy",0.8700000000000001,Neutral
5.13517e+17,Negative,RT @SoDamnReaI: BOYS TAKE NOTES 👏 This is how you say sorry 🙌 http://t.co/S4cINB93vy,1.081,Positive
5.13765e+17,Positive,ardenzabike _maaatt matteon92 🚲 http://t.co/uLTOpN3yJ4,0.429,Neutral
5.1515e+17,Negative,"Sooo ready to be in Florida, fall break can't come soon enough😍🌴🐬🌊☀️",2.1850000000000005,Positive
5.12964e+17,Negative,“@BrittanyPagie5: Eddie must be stripping for all that tattoo money” 😂😂,0.442,Positive
5.11953e+17,Positive,Retaking my maths in 2 months and I haven't done it since my exam which I failed 😂,0.221,Negative
5.11982e+17,Positive,"@srobin1989 haha isnt he? Surely he is, i cant see him being a Liverpool fan  #godmusthavemoretaste does this count as religious talk 😉 x",0.464,Negative
5.13229e+17,Neutral,"@Calum5SOS 

I love you

You love us

We're a happy family

With a great big FOLLOWBACK from you 2 me

Won't you say u love me too 
🎸2434",0.528,Positive
5.13778e+17,Negative,RT @iLoganB_: 😂😂😂😂❗️❗️❗️“@FweaGoJit: These nudes dropping faster than financial aid 😂😭”,1.094,Positive
