Id,Label,Text
5.13792E+17,Positive,I swear I use to have all the freaks when I had a metro 💀😩🙌
5.14749E+17,Neutral,I feel like 💩💩💩rn
5.1253E+17,Positive,Hydraulic pump ftw 😁😁😁
5.14238E+17,Positive,"@Real_Liam_Payne @Harry_Styles @Louis_Tomlinson @NiallOfficial @zaynmalik 

Thank you for being here when i need you. You're the best.💫 x241"
5.14263E+17,Neutral,Dayum I started all this Taliban stuff 😂
5.12639E+17,Neutral,"RT @Royal_Tweetem: Eboni said ""she a thot, I kno her pussy crying"" 😂😭 bruh"
5.13026E+17,Neutral,RT @Cjstroz: @Dynamus_ the ratchet ratchet fruit 👌😂😂😂😂😂 instant follow
5.11961E+17,Negative,"RT @ahmadblack35: Do I have time for liars?? Am I gonna stop being petty? 😂😂

　 n
　　 O
　　　 O
　　　　 O
　　　　　o
　　　　　 o
　　　　　o
　　　　 。
　　　 。
　　　.…"
5.11522E+17,Neutral,"@MCMAK1N o well, I thought I had cropped it good 😩😂"
5.12376E+17,Negative,RT @AnayaL8ter: And niggas love pillow talking to hoes 😴😴😴 nigga gossip worst then a fee get the fuck
5.14209E+17,Negative,I dont feel good 😔
5.11488E+17,Negative,4 days!!!!! 😭😭😭😭 #WWAElPaso
5.13083E+17,Negative,I CANT EAT RIGHT NOW DOE 😉😉
5.13506E+17,Negative,Joe texted me this just to remind me that dance team was dancing at half time 😭😩💚💛 miss my babes! @BPortDanceTeam http://t.co/CgfBHAxfHo
5.14254E+17,Neutral,@chieefxjordan I feel like that would be @Nay__han 😂
5.13092E+17,Negative,@lizzybearz14 or how about when all 3 of the radio stations you listen to are playing commercials at the same time😒
5.12325E+17,Negative,Missing my bitches ffs. @IsabellaMaria_x @kaaaats_ @GraceBute 😞
5.1228E+17,Neutral,Walk my way Mrs all amnesia! Oh wait that's not right 😁#ReplaceAWordInATitleWithAmnesia @OnAirWithRyan #ContestEntry http://t.co/rYXtWT6hUG
5.13074E+17,Neutral,Cant wait to get home and eat then ima do some homework and then itll be work time 💸
5.13021E+17,Neutral,"Hey, Luke Hemmings from 5SOS 👋
@Luke5SOS @5SOS 
Please follow me, 
I would be the happiest person in the world.🐧
ILYSM 💕
x8196"
5.13112E+17,Positive,RT @TeamSupreme718: ✊👑 RT @bri_ahh_nuhh: Thank you lord for #RamJam5 🙌
5.13178E+17,Negative,@gabbileal1 got that message earlier today😭
5.15026E+17,Positive,"“@BrownSyndrome5: Idc who you are, but quote this with a cool selfie 🔥” best selfie I've got forsure http://t.co/L0Kzk5Kdyc"
5.12716E+17,Positive,"@seangrant94 obviously mate. Not scared of change, especially when it's for the better 👏👏"
5.13E+17,Negative,"RT @mzkiccz: I'm never acting like I got it, shit I'm acting like I want it🙌💰🏃🏃"
5.13078E+17,Neutral,"Nice save Malori 😏
Lol not."
5.12392E+17,Neutral,“@jasssmyne: I'm just tryna see before I delete all these photos” &lt; 👀👀👀
5.14567E+17,Positive,RT @Pax420: Makes You Grateful For What You Have : Life Is Soo Precious 🙏💯💯👼 http://t.co/iOWu2AZTKa
5.14966E+17,Positive,RT @LegendaryMook_: - She's A Stripper Naked Dancer 💃 But She Begging Me To Wife Her 😎💍
5.11681E+17,Positive,Tierra always on go 💪😂
5.13153E+17,Neutral,RT @xoxgenxox_: Bow down to the queen👑🎀💋 @Love_JasmineB
5.13707E+17,Neutral,Samsamida pakcik fariss for today 😜😜👍👍😆😆😝😝 #mymompunyaadikpunyaanakboy#study#bubbletea#date @… http://t.co/bwjiMffFso
5.13486E+17,Neutral,Gabrielle nudes all over everybody page. Lol 🙌
5.12794E+17,Neutral,"“@_KvwonyKvsh: homecoming date.. anytakers? No? okay, I'm gonna look cute either way.😂😏” nobody wanna go with you 😂😂"
5.12494E+17,Positive,"✈️💫✈️ @HilaryDuff   my heros, my love , my everything..  can you please follow me?  I need that &amp; you please, love you 💕  ✈️💫✈️  x1519"
5.13366E+17,Neutral,RT @ayyimdamien: Last night 👌
5.11661E+17,Negative,Sleepyyyyy 😭😴
5.13555E+17,Negative,The fact that him and I were at the exact same area at the same time and I did not see him... omg.. 😂
5.14865E+17,Neutral,@Real_Liam_Payne 😂😂😂😂 Liam got me like http://t.co/RCY2O3v5mJ
5.13888E+17,Negative,RT @1Dupdategirls: The worst thing is when you see vines from your concert. 😩 PCD
5.13323E+17,Negative,@FandomGirlTD (what's wrong?💕)
5.12101E+17,Negative,RT @TallBoySpecial: Food is my greatest weakness!!!💯😩😫
5.1317E+17,Negative,RT @JusReign: WHEN UR CHILLING WIT UR BAE AND SHES LIKE SUCK MY ASS HAHAHAHAHHA LMFAOO WTFF 😂😂😭😭💀💀❤️❤️👅👅🙊💩🔥🔥💢💢👄👄🔝🔝💯💯#rela... https://t.co/B…
5.14045E+17,Positive,@hmetwnbae @hometownoffic Done! They're amazing! 😊
5.13301E+17,Positive,RT @NicolaRevillee: McDonald's time 😎🍟🍔 @DeborahDennehy @emilyoshea24 @LisaCoffey6
5.13745E+17,Positive,That really meant a lot to me💙
5.14144E+17,Negative,“@Sotyannaxo @dachocha yup I fucked every nigga in miami show me my hoefax. Little hoe nigga wants attention so bad 😂”u sound like every hoe
5.1277E+17,Positive,@lindseycrane16 thank you and miss you too💋
5.11629E+17,Neutral,"RT @pixiecliffxrd: × oreomcstyles × your header is so trippy I love it also I'm craving oreos

🍪🍪 &lt; these aren't oreos but ok"
5.12057E+17,Negative,RT @seaquonc: Yulee think they about to beat us at the swamp. Nah ! Think again. 😂👏
5.13869E+17,Neutral,@noahsark___ what? 😂
5.11663E+17,Negative,Shole can make tweets but cant text back!😐😐
5.13175E+17,Negative,@amcarthur96 @Brittany5213 it was! 😭
5.14581E+17,Neutral,Someone DM me their # . 😫
5.13365E+17,Negative,If ya face a different color then the rest of ya body then u got to much make up on 😂
5.12455E+17,Negative,@Lexisbvby__ lol I'm gone miss you 😢😳😤
5.14842E+17,Neutral,RT @AlisonLewis96: Idek why I straighten my hair before class when I love riding with the windows down....💁
5.13899E+17,Positive,Goodnight 😏
5.11938E+17,Neutral,"RT @TheFunnyTeens: Elementary:
👫👬👭👫👬👭

Highschool:
👫👬👭👫

College:
👫👬

After College:
🚶"
5.13873E+17,Neutral,RT @Jam_yung_rell: @BMG_Gibby @HayesDar 😂😂 I'm padaziling on mfs ✨✨
5.11704E+17,Positive,@Trey_J_3 Mohawk pic is still my fav 😂
5.12701E+17,Neutral,@superphunthyme_ wow I'm actually horrible 🙈
5.12814E+17,Positive,Diss tew much 🙌😪😂😂😂😂
5.11944E+17,Neutral,I make my fuckups disappear in my mind. Like they never happened👌
5.12521E+17,Neutral,The guy was just laughing at them being 'independent' in his house 😂😂
5.15105E+17,Positive,@fuckoffcth YES✊ IM GETTIN' IT
5.14384E+17,Positive,RT @JacobWhitesides: “@jacobsitgirl: Jacob said us Canadian fans were freaky. Should I take this as a bad thing or a good thing?” Good 😏
5.14516E+17,Positive,RT @Autumn_Rakosky: I live for dance parties 🎉😍
5.12625E+17,Positive,Happy birthday to one of my absolute best friends!🎉😊 I love you so much @sidneypaes777!❤ Hope your day is fantastic!😘 http://t.co/V5OXrzp49T
5.11839E+17,Positive,“@DIyHairHacks: Hippie Braids 🙌 http://t.co/ygCL906sYV” did this yesterday 💁
5.12769E+17,Positive,RT @BeaMiller: @ddlovato i'm so happy 😭💗
5.11711E+17,Neutral,where dey at doe ? 🙈
5.14844E+17,Negative,RT @SquirrellyDave: @mightyspiderst1 @Son12Phillip exactly right! Sometimes I wonder if we were squirrels and they were humans 😱😱
5.14926E+17,Positive,RT @nayelirios__: 💓todays been a great birthday💓 http://t.co/tQ4Hy3n5QP
5.11974E+17,Negative,RT @Harryfeelssigh_: SCREAMING. SO. MUCH. I AM NOT OKAY #EMABiggestFans1D #LarryCameOut 👬💗 http://t.co/ADqCCtH6KN
5.13536E+17,Neutral,@DisasterLovely1 @elephantbabee @ThatGirlyAnon7 I try💁
5.13034E+17,Neutral,"@Harry_Styles 

Hiiiiii, Would you mind taking two seconds to follow me Harry. It would mean sooo much. Pleaseeee H. 💛 f"
5.13682E+17,Positive,RT @RitaOra: chaelin_cl I see you!! 🔥🔥 http://t.co/IsYUl3DQWt
5.12784E+17,Negative,"And Strawberry wafers, Swedish Fish, and Sour gummy worms 😩"
5.12936E+17,Positive,@Ayye_Snow making a surprise visit home to see @EmilySnow_3 and @sarah_snoww play volleyball.  #thingsthatmakemesmile  😀
5.13533E+17,Negative,@frostycameron it is! I wish it didn't happen 🙈
5.14808E+17,Positive,he is literally the love of my life. i love him so much. ☺️😍 http://t.co/YY1OUCbEvC
5.13867E+17,Positive,@sieerrakennedy Happy Birthday!! 💖
5.11636E+17,Neutral,"Girls calling boys ""Bae"" after 5 min convo 😌"
5.13608E+17,Positive,RT @ReaganPoe1: @conor_bruce7 me &amp; @ReeceStevenson6 love youuu😻😽
5.12303E+17,Positive,A grand day out petal 😃 http://t.co/Or9VTVZAFC
5.14795E+17,Negative,RT @LynetteArrojo: No one likes you Mr. Walker💀
5.13829E+17,Neutral,RT @MensComedy: That last comment 😂😂 http://t.co/W9glBqPyHf
5.12448E+17,Neutral,"“@gina_reis: @lincolnjesser 
       😑
  👌👕👌
     👟👟” me but in all black"
5.11755E+17,Neutral,Yes Mr Pointsman! Doing a sterling job as usual at the William Nicol/mulbarton intersection! #majortrafficjam 🙈 http://t.co/6SaWcMWLGJ
5.13447E+17,Positive,RT @Suicide_gawd: I'm hype 👏👏👏👏 http://t.co/OD2V9gRyRW
5.12794E+17,Negative,@baileygirlll I just might do it. Except I actually have to go to school so probably not. 😕
5.13487E+17,Positive,Going to watch TIFIOS with Bekah and her mom 😍
5.11608E+17,Positive,Thank you @ChloeLou5 for being my painting partner for the evening 🏠💪🎨
5.14224E+17,Positive,"Happy birthday to one of my greatest friends @kenziedauphin love you more then words can say, I'll always look out for you 💕😭"
5.13203E+17,Positive,RT @theCheerBook: Retweet if your school’s team won their game tonight!!!!! 🙋🎉🏈
5.13798E+17,Positive,RT @RileyTubaro13: Having spirit week this week and a four day week is just👌💙
5.11966E+17,Positive,Dope AF RT @Gbenjo_Blaze: Watching bales goal over and over again and I'm like .. 😅
5.14521E+17,Negative,College where the bombest women wear the ugliest of clothes #dontsleep 😂
5.12529E+17,Positive,"🎶🍌🎶🍌🎶

Ashton Irwin of @5SOS
It's my BIRTHDAY on 9/21
can your FOLLOW be your GIFT to me?
I love you 💞

@Ashton5sos

🎶🍌🎶🍌🎶

x874"
5.12223E+17,Positive,You just got hacked forreal nigga 😎  -Saleem
5.13778E+17,Positive,"RT @TrevorMoran: Vegas, you've been good to me. But it's time for me to go home. 🏠💘"
5.13075E+17,Positive,gnight 💁
5.13066E+17,Positive,Reunited with my baby boy🐶 http://t.co/Ravw20QL6r
5.11489E+17,Positive,@estefania_100 have a nice day too 😊
5.14325E+17,Neutral,@Smccarthy427M @spiky lmfao 😂😏
5.13915E+17,Negative,Oh yea a Real Bitch Off tomorrow 😁💃💃💃💃🍹
5.14358E+17,Neutral,RT @ThatSarcasmDude: Elementary: 👫👬👭👫👬👭 Highschool: 👫👬👭👫 College: 👫👬 After College: 🚶
5.14782E+17,Negative,These 14 year olds on the bus just said the look they go for at parties is 'slutty/classy/emo' I give up 😳
5.12702E+17,Neutral,@kenzheath okay will do 👍
5.11718E+17,Negative,"@LexiBuff @_BrandonHassan He said ""Retweet. Fu** bit**es make money"" 😛"
5.1463E+17,Neutral,IMA EASTSIDE NIGGA😈💯
5.14777E+17,Positive,Ma Retweets &gt;&gt;&gt;&gt;&gt;👌😭
5.15138E+17,Positive,"RT @FixYaFaceHoee: He say he love , I say baby boy fall in line 😘"
5.13062E+17,Neutral,My dream? To always see you smiling💙.
5.14561E+17,Neutral,Late shift #selfie as always #GlycolicGlo treatment    Fighting this 😷 http://t.co/a6JXXi4qHI
5.1459E+17,Negative,"""@Loverendaaa: I Need To Get On A Pole""😳😂🙈 oh lord another stripper."
5.12081E+17,Neutral,RT @juliancamarena: If you were to be an animal what kind of animal would you want to be??  🐶🐺🐱🐰🐸🐯🐨🐻🐷🐮🐗🐵🐴🐑🐘🐼🐧🐍🐢🐝🐟🐋🐳🐙🐀🐓🐅🐃🐂🐲🐡🐫🐊🐈🐩🐆🐕🐉🐎🐐🐃🐖
5.13893E+17,Positive,I need a BAD dress for homecoming 😏
5.15099E+17,Positive,@annepilorflores @HarryEStylesPH https://t.co/TJNZ1R2TZP good luck 😁😁
5.11678E+17,Neutral,RT @__Cheeeksss: Lil Fizz was always cute but damn 😩😍 http://t.co/YhipoI3Rzk
5.13409E+17,Negative,@marissahuynhh you're too busy texting Serena and can't even talk to your cousin😔🌵
5.1464E+17,Positive,RT @torrence_bear11: Just keep smiling 😊
5.12058E+17,Neutral,hi maddie/melissa! i wrote maddie a para on ig&amp;it would mean a lot if she read it! my ig is ilysmmnz thanks! @dancemom1313 @maddieziegler 💚💚
5.12438E+17,Negative,RT @Amber_Ragsdal: Pain pills aren't doing shiiii tonight 😣
5.13879E+17,Positive,"@Michael5SOS 
CAUSE
YOUR
SO
DAMN 
CUTE
😘😍😘😍😘😍😘"
5.11717E+17,Positive,RT @Allison_mc729: Homecoming is my fav time of year. It's like a week long holiday. 🎉🏈🎉🏈🎉
5.13434E+17,Positive,"Adventure time with Seth, while the guys go dive for some Abalone!☺️⛅️🌊 #HappySaturday #CaliCoast… http://t.co/GtEFMiuT01"
5.14892E+17,Neutral,Who thinks i should download BBM again💕 who would add me✨-Alishaa
5.1163E+17,Positive,"vegas was fun, but now it's back to work &amp; i couldn't feel more motivated. 😈"
5.14083E+17,Neutral,Kenny this Kenny that 😤😤😤😤😤😤
5.15141E+17,Positive,I wanna trace the universe on your palm🌌🌃
5.14536E+17,Neutral,"CONNOR!!!!!!! @CONNORFRANTA 
🍕🍔🍞☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕
☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕
☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕☕"
5.12219E+17,Neutral,"hi @NiallOfficial 😘 please by my 1/5, this is my dream so follow me my honey! ❤ follow, follow and dance with me bby! x6.760"
5.12762E+17,Negative,😕it's not even winter yet and I'm sick. ..well nvm idk Wht it is
5.14522E+17,Positive,@kendallmaemae THANK YOU KENDALL😄❤️
5.1423E+17,Positive,@lexi_suiters cheer up beautiful 💕
5.11939E+17,Negative,RT @AlexxSupreme: I'm exhausted today 😳
5.12322E+17,Positive,I eat a bowl of ice cream everyday after school 😂🙌
5.11586E+17,Neutral,@MdSyafiqAdnan Not sleepy 😂
5.13323E+17,Positive,@LittleSeaMx I have 😊 -aw
5.12431E+17,Neutral,@_koyalynn Me Too 😩😩🙌🙈😍
5.14533E+17,Positive,RT @pyg__mani: Done my hw 😏
5.11619E+17,Positive,RT @ArianaGrande: outfit yesterday in Tokyo 💜 http://t.co/MP0UdFlxWH
5.12327E+17,Negative,I just wanna see bubba and get all this shit off my chest 😒
5.13731E+17,Positive,Frank😂😂😂
5.14567E+17,Negative,RT @savannahrosee12: I'm over Hughson High and there stupid effing dress code😑👗🚫 🙅
5.13335E+17,Neutral,No.. Okay 😔
5.13749E+17,Neutral,RT @BubbleButtYas: I slept with a sweater &amp; a blanket on. 😒
5.14384E+17,Positive,RT @JacobWhitesides: Ed told me the passion for music over there is unlike any other 😍 I'm so excited
5.13483E+17,Negative,"Every time someone texts me ""oh ok"" that indicates to me that this conversation is done 👎"
5.11693E+17,Positive,RT @ShawnMendes: I think i have a catchy song coming along 😃
5.12072E+17,Positive,RT @averageIifegoal: omfg!!!!! I NEED these!!!!😍😍😍😍😍😍😫😫😫 http://t.co/Vv9E2pTK4U
5.13088E+17,Positive,Oreo+lait= 🙌
5.12583E+17,Neutral,"I Wana go on a date tho, I'm not lie 😒"
5.13376E+17,Positive,RT @Ay_Flyy: When you eating it good and her legs start to shake &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; 😉😍😝💦💦💦
5.11904E+17,Neutral,TONIGHT ---&gt; 🔙 to the EASTSIDE || $2 CrabLegs + $2 Wings + $2 Drinks || 2617 Panola Rd Lithonia Ga || http://t.co/YMZfvsATFp x9
5.1283E+17,Positive,RT @FreebandsDmoney: I Got Go Shopping For HomeComing 💯
5.14263E+17,Negative,Show no love for a Thot niggaa 🔊🔊
5.13723E+17,Negative,RT @paigefolan: Haven't even got made in Chelsea to look forward to tonight 😢
5.12592E+17,Negative,@rabab_aljebury such a throwback 😷. But thank u cutie. U won't catch shit 👌👊
5.14165E+17,Positive,Baby giraffe 😍
5.13015E+17,Negative,I look like such shit 😂
5.11837E+17,Neutral,RT @crump_natalie: My face just aged 6 years and I suddenly got a six pack. 😂😂@KevinHart4real  🔥#BestHourOfMyLife #INeededThat
5.1272E+17,Negative,RT @__Aazhee: If that nigga got a forever girl BITCH HE NOT SINGLE He going right bac😂so don't get attached cus later on he gon act like ya…
5.14225E+17,Negative,"""@OhTee_: everybody ain't 💯 like they claim to be ✌️"""
5.12863E+17,Positive,@lucydoo99 thanks Luce 💞xxx
5.14417E+17,Positive,RT @perfectbabies: Love doing this 👌😝 http://t.co/wyA9nX3ocX
5.12365E+17,Negative,RT @Ridiculousne55: Weight limit bitch 😂😂 Crying 😂😂 https://t.co/l0ERfLeRJK
5.11565E+17,Negative,@bby_yasmin @hai_im_kritten says the stalker 👀😂
5.12267E+17,Positive,RT @BrooksBeau: Off to go play 🚜 http://t.co/jPQ2Kb9wKj
5.13323E+17,Negative,@LauraGuijarro25 @JuanBermudez_ me he liao 😰
5.1156E+17,Negative,RT @Sheldon_Jokes: I don't understand how iPhones can be dead but have the power to show me this 😑 http://t.co/DRjh586MlX
5.11589E+17,Negative,"Fix it Jesus 😩😩😩😩 don't do
It RT @theKingBEE___: @KiTii_G0_pUrrr right , Imma switch up on this screenshots !"
5.14867E+17,Neutral,@LadyNuvo5 username👀
5.13282E+17,Negative,Puttin blunts in tha air whit my main 🐝🌺 @BeachBumm420Hoe
5.12087E+17,Negative,i cannot sleep with cold feet.😣
5.14989E+17,Neutral,night life 😈🌌
5.13508E+17,Negative,RT @_drvkethegreat_: all I see is nudes on my TL 👀🙊
5.12343E+17,Neutral,I took a vow that from now im gone be my own best friend 👐💯.
5.14454E+17,Positive,RT @Cimorelliband: We basically live at the fair 😂😁🎉🎡🚀🍦🍭 what are you guys doing for Labor Day weekend!? http://t.co/JhOQLdPWJm http://t.co…
5.14579E+17,Negative,"RT @MrCeo_JLP: Ayo @JeSuis_DomiJo if you didn't know, this nigga @IamChaseAllen's time management is 🐂💩"
5.14983E+17,Negative,RT @AngelNo312: lol his grandmother getting him ready for graduation tomorrow 🎓#hititfromtheback ..METELE ANGEL JR https://t.co/mBZgSIOoq5
5.13499E+17,Neutral,RT @BieberInMind: I made this edit if anyone wants to use it as a lockscreen or something lol 💕 http://t.co/kKLtAi4rAL
5.12431E+17,Negative,"🌈🌿🌙💖🍯🍃🍥🌻🍜
🍄💫👼🍉😅🈹🐝💦🌼
michael clifford 5sos 
what gaming system 
is late to class? atardi! 
pls FOLLOW me?
ily! ٩(´ᗜˋ)و
@michael5sos ✧
x34,527"
5.14959E+17,Negative,"@xYunGxFinesser nahhh money isn't everything, that goes away faster than love. ✋"
5.135E+17,Positive,RT @PrincesseCianou: IMPOSSIBLE -8-  😍
5.13502E+17,Negative,My mom just said if I threw a party while she was gone she would shave my hair off 😳
5.13762E+17,Negative,I'm already losing track of work 😭
5.12986E+17,Positive,"@ThisIsMax I love you,you are so cute!💕💕🙈☺️☺️☺️☺️☺️"
5.11625E+17,Positive,@James_Yammouni @Faydee #MadeInAus  PLEASE FOLLOW ME I LOVE YOU SO MUCH 💞💞💞 57
5.14155E+17,Positive,#YouTubeBethany I loooove your fall collection😍 http://t.co/DHz8ugUhQH
5.12545E+17,Negative,Fresh Decks @nyjah_huston elementbrand looking sharp #skateboarding #skatedecks instore now 👊 @ Bad… http://t.co/qdjyROmgdF
5.14925E+17,Negative,I don't feeeeel gooooodddd 😩
5.1279E+17,Negative,😩😩 I'm bipolar as hell 💯
5.12929E+17,Positive,"“@FansOfFillion: He's just so gorgeous 
http://t.co/GUVETNzAoc http://t.co/lz1jJYbua1” ditto 😊"
5.13862E+17,Positive,"@grantlandis IT FEELS LIKE GRANT IS RIGHT NEXT TO ME SINGING THIS TO ME 💕🙈 

#GrantLandisSmallBumpCover - http://t.co/h9u55kwU07 x3"
5.15149E+17,Positive,Appearantly I'm the only person in iowa city who thinks wearing a pearl snap is considered pretty classy 😂
5.12747E+17,Neutral,"RT @zjmwolfgang: WHO IS DEAD 
Tupac ⚪️
Michael Jackson ⚪️
John Lennon ⚪️
Zarry 🔘"
5.12887E+17,Negative,Stupid little bitch would be going to the same place as me. 😡
5.14504E+17,Negative,Be watching this shit out my tweet go find u a new nigga or some 😂😂✊😘 babygirl
5.13541E+17,Negative,The nursing field is the hardest. Like your GPA gotta be higher than any of the other majors 😩 that freaking SUCKS!!
5.11595E+17,Neutral,@Preston_K41 @iNinjaSpade @iNinjaPoker @iNinjaHeart hopefully @the_poker_joker takes out @hsrogg and @robbrereton at same time 👍
5.12044E+17,Positive,@krisssyy24 hey heyhey hey smile😝😊😊
5.12074E+17,Positive,Been there for me since day 1 . Always been here to hear me out 💯😒💕 .
5.13773E+17,Positive,cuddles 🐶🐾 http://t.co/x1mGYmEfSR
5.11555E+17,Negative,RT @Michael5SOS: It's so awkward when we stop at Starbucks cause everyone else goes in and gets stuff and I'm just like 😶 I don't drink cof…
5.12427E+17,Neutral,"RT @HOVthebvrb: Y'all saying iOS 8 gone get couples caught up... Question is, what y'all got to hide? 🙇"
5.11881E+17,Neutral,I kind of miss being in mariachi 🎻
5.13454E+17,Positive,"🍦🍦🍦

@TheMattEspinosa 

Hi babe
you're the reason for my smile every single day

ilysm

please follow me!

🍦🍦🍦

X56"
5.14853E+17,Negative,RT @Real_Liam_Payne: What the hell do eggs even mean lol I'm just trying my best to follow everyone😕
5.14565E+17,Negative,Thelicia gotta stop calling Rob grown ass porkchop 😂😭😭😩
5.13028E+17,Neutral,RT @JasonSteed14: Brighton bound with @AustynBFC1887 and @DENTALDECON 👍
5.11996E+17,Neutral,💀💀 At My 2 LRTs
5.14083E+17,Positive,Thank God I can Thank God 🙌☺️
5.11759E+17,Neutral,@EMcKivor @joshgroban It sure is! 😄
5.13848E+17,Positive,"""@ThatBucketList: these shirts on guys 😍😩 http://t.co/4SDFqUACzr"" yes! I doooooo 😍😍😍"
5.11971E+17,Neutral,RT @hanahmorales_: I want sushi 😶
5.13173E+17,Positive,RT @ChiIIVlbes: I'd rather be. 🙌 http://t.co/sH3jwnGGSM
5.14821E+17,Positive,"This cute Russian girl stopped me in the hallway and said: ""Monday you looked like you were crying, I got really upset. Are you okay."" WOW😍"
5.12404E+17,Positive,"How me and Isaiah started talking was by him ""saying shut the heck up"" and I didn't even like know him😅😅 true love right there @Isaiahg_12❤️"
5.11954E+17,Neutral,Pussy nigga wanna act up he get clapped up cause I need dat 😈
5.11885E+17,Negative,RT @JacobWhitesides: It makes me so upset the way you all talk about yourself on here.. 😔 you need to love yourself.
5.13698E+17,Positive,Si aa Johnny Deep.. 😍😘💋💕 ★ Pirates of the Caribbean: At Worlds End — https://t.co/1xGHKlgcWF
5.14967E+17,Neutral,"Cuz that nigga gay ( young thug) I said no he ain't , cuz cuz cuz cuz that nigga suspect 😂"
5.13956E+17,Negative,Annoying as hell😠
5.13316E+17,Neutral,@Danaquay why so defensive hehe 😏😏😏
5.12911E+17,Positive,@Courts_Louisexo lucky. get an autograph or something for me 😂😂
5.13023E+17,Positive,"RT @AmenaHoranYo_: TEAM WORK IS A BEAUTIFUL THING 💕 😭

#EMABiggestFans1D http://t.co/ukU4J9D2kr"
5.14988E+17,Positive,RT @lil_peanut96: @VicLaws2013 I hope you get to feeling better by your concert!😘
5.12017E+17,Positive,@Britterzbee_ we're too comfortable people probably look like 👀😳 tf lmaoo
5.13189E+17,Negative,As if I wasn't already insecure 😒😖
5.12001E+17,Neutral,@zac_proud @_The_Fifa_Guy_ it was a pinkslips mate😂
5.12659E+17,Neutral,"""@JackAllTimeLow: Photoboothin with Simple Plan and Justin http://t.co/zq05mz7fzZ"" babies😍"
5.11405E+17,Negative,RT @_gorgeousgeee: Should of called it a night hours ago😏
5.1363E+17,Positive,@KyraanRileey again?😉 what happened this time?😳
5.11789E+17,Neutral,RT @DaRealLiLT: Short thick girls winning 😍😍&gt;&gt;&gt;&gt;
5.13774E+17,Negative,RT @Real_Liam_Payne: I will miss you Vegas ... Bellagio give me back my money pleaseeeee I need to pay for college 😥
5.14971E+17,Positive,Today I got what I really wanted ✊
5.11714E+17,Positive,RT @kearaatheboss: some ppl don't know how good they got it 💯
5.11722E+17,Positive,I CAN'T STOP 😂😂😂😂😂😂😂😂😂😂 https://t.co/snuEjMUJMu
5.11557E+17,Positive,@jessecrawforddd needing more folk to dress up as 'exposure' for Halloween 😼
5.11581E+17,Positive,RT @EscortSexy: @cinque_terre hello everybody .... Go look that place if u are in europe Italy was so nice 😘
5.13929E+17,Negative,Dropped my phone in water tonight so now I have a cracked screen and my speakers don't work 😀
5.11654E+17,Negative,Well work was fun 😷
5.11625E+17,Positive,PLEASE FOLLOW ME JAMES I LOVE YOU SO MUCH💖💎☀️🐠🌙🌴 @James_Yammouni @Faydee #MadeInAus 9
5.14243E+17,Negative,“@IAMDATDARR: Real Nigga Hungry Af”two fa 5 at Berger King ain't do shit fa me bra 😒
5.14001E+17,Positive,Good night 😘
5.13347E+17,Negative,RT @Boss_Inf: I Lose Everything When I'm Drunk 😂😂😩
5.13858E+17,Positive,RT @youngwildteen69: Let's not be rasist and have mixed baby😊 http://t.co/VKLcTx3vfL
5.11642E+17,Positive,Obsessed with this song. 🎶 #Murs http://t.co/M1GuPLzr3r
5.14913E+17,Positive,RT @klipscombb: So excited for homecoming😋
5.13858E+17,Negative,😠why TF my manager schedule me on gameday knowing I can't work on gamedays !!!!!
5.12237E+17,Positive,😂😂😂😋😋😋 #WIRED for the rest of the day!   #cafe #love #happy #workday @felixamcat_1059… http://t.co/33bgLYtPiB
5.14567E+17,Positive,@mikhaila97 You made my day today 😘😝
5.12993E+17,Neutral,"#famtournashville
#followmehayes  
❤Please follow me @HayesGrier
💚I love you so much
#famtournashville
#followmehayes
#followmehayes

x105"
5.126E+17,Positive,That honk today 😂😂😋 @_CallMe_EmaTee
5.11437E+17,Neutral,RT @_LukeBoyle: Who remembers this prick.😂 http://t.co/X15Cn6jlra
5.14274E+17,Neutral,RT @JJUJWorld: @georgeujworld @itunesfestival @JessieJ but that's the Awkward moment.... no one did 😂 Twerking in your seat doesn't count G…
5.123E+17,Negative,"😠😠😠 Idiot! RT""@SportsCenter: BREAKING: Jameis Winston suspended for first half of Saturday's game vs. Clemson. http://t.co/LpoIq7z0Wj"""
5.14974E+17,Negative,@naughtia_ 😩💔 I miss you more !
5.14519E+17,Negative,Feeling too many things at once....not cool😩😊😎😵😚😓
5.14217E+17,Negative,RT @ArianaMalone: It's too goddamn cold in September I'm moving to the equator 🔥✌️
5.11712E+17,Positive,"☆・。。・゜
Calum Hood from 5sos
@Calum5SOS
♡♡
hii sunshine it would make me so happy if you clicked my follow button
♡♡
ily💕☺
☆・。。・゜
x1,344"
5.1165E+17,Negative,"@Katy_Kittles haha 😄💗 OH! HAHA! You mean when they get my blood 🙈 haha nope, it doesn't hurt 😄"
5.13722E+17,Neutral,RT @rosielucy14: every girl has their favourite eyebrow 😂
5.14261E+17,Positive,RT @FemaleStruggIes: officially obsessed with black sand beaches 😍 http://t.co/6dPhDSZSZ3
